Colsample,learning_rate,Max_depth,Profit
0.4,0.67,24.0,0.44
0.4,0.67,25.0,0.44
0.4,0.67,26.0,0.44
0.4,0.67,27.0,0.44
0.4,0.67,28.0,0.44
0.4,0.67,29.0,0.44
0.4,0.68,2.0,0.44
0.4,0.68,3.0,0.35
0.4,0.68,4.0,0.39
0.4,0.68,5.0,0.45
0.4,0.68,6.0,0.42
0.4,0.68,7.0,0.41
0.4,0.68,8.0,0.45
0.4,0.68,9.0,0.42
0.4,0.68,10.0,0.42
0.4,0.68,11.0,0.32
0.4,0.68,12.0,0.35
0.4,0.68,13.0,0.41
0.4,0.68,14.0,0.4
0.4,0.68,15.0,0.4
0.4,0.68,16.0,0.4
0.4,0.68,17.0,0.4
0.4,0.68,18.0,0.4
0.4,0.68,19.0,0.4
0.4,0.68,20.0,0.4
0.4,0.68,21.0,0.4
0.4,0.68,22.0,0.4
0.4,0.68,23.0,0.4
0.4,0.68,24.0,0.4
0.4,0.68,25.0,0.4
0.4,0.68,26.0,0.4
0.4,0.68,27.0,0.4
0.4,0.68,28.0,0.4
0.4,0.68,29.0,0.4
0.4,0.69,2.0,0.35
0.4,0.69,3.0,0.35
0.4,0.69,4.0,0.38
0.4,0.69,5.0,0.34
0.4,0.69,6.0,0.42
0.4,0.69,7.0,0.41
0.4,0.69,8.0,0.4
0.4,0.69,9.0,0.4
0.4,0.69,10.0,0.35
0.4,0.69,11.0,0.37
0.4,0.69,12.0,0.36
0.4,0.69,13.0,0.37
0.4,0.69,14.0,0.44
0.4,0.69,15.0,0.36
0.4,0.69,16.0,0.36
0.4,0.69,17.0,0.36
0.4,0.69,18.0,0.36
0.4,0.69,19.0,0.36
0.4,0.69,20.0,0.36
0.4,0.69,21.0,0.36
0.4,0.69,22.0,0.36
0.4,0.69,23.0,0.36
0.4,0.69,24.0,0.36
0.4,0.69,25.0,0.36
0.4,0.69,26.0,0.36
0.4,0.69,27.0,0.36
0.4,0.69,28.0,0.36
0.4,0.69,29.0,0.36
0.4,0.7,2.0,0.42
0.4,0.7,3.0,0.42
0.4,0.7,4.0,0.38
0.4,0.7,5.0,0.38
0.4,0.7,6.0,0.39
0.4,0.7,7.0,0.35
0.4,0.7,8.0,0.38
0.4,0.7,9.0,0.38
0.4,0.7,10.0,0.45
0.4,0.7,11.0,0.39
0.4,0.7,12.0,0.4
0.4,0.7,13.0,0.4
0.4,0.7,14.0,0.42
0.4,0.7,15.0,0.38
0.4,0.7,16.0,0.38
0.4,0.7,17.0,0.38
0.4,0.7,18.0,0.38
0.4,0.7,19.0,0.38
0.4,0.7,20.0,0.38
0.4,0.7,21.0,0.38
0.4,0.7,22.0,0.38
0.4,0.7,23.0,0.38
0.4,0.7,24.0,0.38
0.4,0.7,25.0,0.38
0.4,0.7,26.0,0.38
0.4,0.7,27.0,0.38
0.4,0.7,28.0,0.38
0.4,0.7,29.0,0.38
0.4,0.71,2.0,0.41
0.4,0.71,3.0,0.41
0.4,0.71,4.0,0.37
0.4,0.71,5.0,0.36
0.4,0.71,6.0,0.47
0.4,0.71,7.0,0.4
0.4,0.71,8.0,0.42
0.4,0.71,9.0,0.39
0.4,0.71,10.0,0.39
0.4,0.71,11.0,0.39
0.4,0.71,12.0,0.38
0.4,0.71,13.0,0.34
0.4,0.71,14.0,0.46
0.4,0.71,15.0,0.33
0.4,0.71,16.0,0.33
0.4,0.71,17.0,0.33
0.4,0.71,18.0,0.33
0.4,0.71,19.0,0.33
0.4,0.71,20.0,0.33
0.4,0.71,21.0,0.33
0.4,0.71,22.0,0.33
0.4,0.71,23.0,0.33
0.4,0.71,24.0,0.33
0.4,0.71,25.0,0.33
0.4,0.71,26.0,0.33
0.4,0.71,27.0,0.33
0.4,0.71,28.0,0.33
0.4,0.71,29.0,0.33
0.4,0.72,2.0,0.45
0.4,0.72,3.0,0.43
0.4,0.72,4.0,0.38
0.4,0.72,5.0,0.37
0.4,0.72,6.0,0.4
0.4,0.72,7.0,0.42
0.4,0.72,8.0,0.37
0.4,0.72,9.0,0.4
0.4,0.72,10.0,0.44
0.4,0.72,11.0,0.41
0.4,0.72,12.0,0.38
0.4,0.72,13.0,0.35
0.4,0.72,14.0,0.35
0.4,0.72,15.0,0.43
0.4,0.72,16.0,0.43
0.4,0.72,17.0,0.43
0.4,0.72,18.0,0.43
0.4,0.72,19.0,0.43
0.4,0.72,20.0,0.43
0.4,0.72,21.0,0.43
0.4,0.72,22.0,0.43
0.4,0.72,23.0,0.43
0.4,0.72,24.0,0.43
0.4,0.72,25.0,0.43
0.4,0.72,26.0,0.43
0.4,0.72,27.0,0.43
0.4,0.72,28.0,0.43
0.4,0.72,29.0,0.43
0.4,0.73,2.0,0.4
0.4,0.73,3.0,0.35
0.4,0.73,4.0,0.38
0.4,0.73,5.0,0.35
0.4,0.73,6.0,0.41
0.4,0.73,7.0,0.41
0.4,0.73,8.0,0.4
0.4,0.73,9.0,0.41
0.4,0.73,10.0,0.41
0.4,0.73,11.0,0.38
0.4,0.73,12.0,0.41
0.4,0.73,13.0,0.42
0.4,0.73,14.0,0.38
0.4,0.73,15.0,0.39
0.4,0.73,16.0,0.39
0.4,0.73,17.0,0.39
0.4,0.73,18.0,0.39
0.4,0.73,19.0,0.39
0.4,0.73,20.0,0.39
0.4,0.73,21.0,0.39
0.4,0.73,22.0,0.39
0.4,0.73,23.0,0.39
0.4,0.73,24.0,0.39
0.4,0.73,25.0,0.39
0.4,0.73,26.0,0.39
0.4,0.73,27.0,0.39
0.4,0.73,28.0,0.39
0.4,0.73,29.0,0.39
0.4,0.74,2.0,0.41
0.4,0.74,3.0,0.38
0.4,0.74,4.0,0.38
0.4,0.74,5.0,0.36
0.4,0.74,6.0,0.31
0.4,0.74,7.0,0.39
0.4,0.74,8.0,0.36
0.4,0.74,9.0,0.39
0.4,0.74,10.0,0.36
0.4,0.74,11.0,0.35
0.4,0.74,12.0,0.4
0.4,0.74,13.0,0.35
0.4,0.74,14.0,0.4
0.4,0.74,15.0,0.4
0.4,0.74,16.0,0.4
0.4,0.74,17.0,0.4
0.4,0.74,18.0,0.4
0.4,0.74,19.0,0.4
0.4,0.74,20.0,0.4
0.4,0.74,21.0,0.4
0.4,0.74,22.0,0.4
0.4,0.74,23.0,0.4
0.4,0.74,24.0,0.4
0.4,0.74,25.0,0.4
0.4,0.74,26.0,0.4
0.4,0.74,27.0,0.4
0.4,0.74,28.0,0.4
0.4,0.74,29.0,0.4
0.4,0.75,2.0,0.39
0.4,0.75,3.0,0.38
0.4,0.75,4.0,0.39
0.4,0.75,5.0,0.37
0.4,0.75,6.0,0.43
0.4,0.75,7.0,0.39
0.4,0.75,8.0,0.41
0.4,0.75,9.0,0.39
0.4,0.75,10.0,0.41
0.4,0.75,11.0,0.4
0.4,0.75,12.0,0.4
0.4,0.75,13.0,0.37
0.4,0.75,14.0,0.42
0.4,0.75,15.0,0.42
0.4,0.75,16.0,0.42
0.4,0.75,17.0,0.42
0.4,0.75,18.0,0.42
0.4,0.75,19.0,0.42
0.4,0.75,20.0,0.42
0.4,0.75,21.0,0.42
0.4,0.75,22.0,0.42
0.4,0.75,23.0,0.42
0.4,0.75,24.0,0.42
0.4,0.75,25.0,0.42
0.4,0.75,26.0,0.42
0.4,0.75,27.0,0.42
0.4,0.75,28.0,0.42
0.4,0.75,29.0,0.42
0.4,0.76,2.0,0.41
0.4,0.76,3.0,0.38
0.4,0.76,4.0,0.48
0.4,0.76,5.0,0.38
0.4,0.76,6.0,0.41
0.4,0.76,7.0,0.37
0.4,0.76,8.0,0.41
0.4,0.76,9.0,0.36
0.4,0.76,10.0,0.42
0.4,0.76,11.0,0.4
0.4,0.76,12.0,0.41
0.4,0.76,13.0,0.36
0.4,0.76,14.0,0.4
0.4,0.76,15.0,0.4
0.4,0.76,16.0,0.4
0.4,0.76,17.0,0.4
0.4,0.76,18.0,0.4
0.4,0.76,19.0,0.4
0.4,0.76,20.0,0.4
0.4,0.76,21.0,0.4
0.4,0.76,22.0,0.4
0.4,0.76,23.0,0.4
0.4,0.76,24.0,0.4
0.4,0.76,25.0,0.4
0.4,0.76,26.0,0.4
0.4,0.76,27.0,0.4
0.4,0.76,28.0,0.4
0.4,0.76,29.0,0.4
0.4,0.77,2.0,0.4
0.4,0.77,3.0,0.38
0.4,0.77,4.0,0.43
0.4,0.77,5.0,0.41
0.4,0.77,6.0,0.38
0.4,0.77,7.0,0.35
0.4,0.77,8.0,0.38
0.4,0.77,9.0,0.43
0.4,0.77,10.0,0.37
0.4,0.77,11.0,0.4
0.4,0.77,12.0,0.39
0.4,0.77,13.0,0.34
0.4,0.77,14.0,0.36
0.4,0.77,15.0,0.36
0.4,0.77,16.0,0.36
0.4,0.77,17.0,0.36
0.4,0.77,18.0,0.36
0.4,0.77,19.0,0.36
0.4,0.77,20.0,0.36
0.4,0.77,21.0,0.36
0.4,0.77,22.0,0.36
0.4,0.77,23.0,0.36
0.4,0.77,24.0,0.36
0.4,0.77,25.0,0.36
0.4,0.77,26.0,0.36
0.4,0.77,27.0,0.36
0.4,0.77,28.0,0.36
0.4,0.77,29.0,0.36
0.4,0.78,2.0,0.38
0.4,0.78,3.0,0.38
0.4,0.78,4.0,0.37
0.4,0.78,5.0,0.42
0.4,0.78,6.0,0.34
0.4,0.78,7.0,0.45
0.4,0.78,8.0,0.42
0.4,0.78,9.0,0.48
0.4,0.78,10.0,0.39
0.4,0.78,11.0,0.41
0.4,0.78,12.0,0.41
0.4,0.78,13.0,0.36
0.4,0.78,14.0,0.39
0.4,0.78,15.0,0.37
0.4,0.78,16.0,0.41
0.4,0.78,17.0,0.4
0.4,0.78,18.0,0.4
0.4,0.78,19.0,0.4
0.4,0.78,20.0,0.4
0.4,0.78,21.0,0.4
0.4,0.78,22.0,0.4
0.4,0.78,23.0,0.4
0.4,0.78,24.0,0.4
0.4,0.78,25.0,0.4
0.4,0.78,26.0,0.4
0.4,0.78,27.0,0.4
0.4,0.78,28.0,0.4
0.4,0.78,29.0,0.4
0.4,0.79,2.0,0.38
0.4,0.79,3.0,0.38
0.4,0.79,4.0,0.4
0.4,0.79,5.0,0.38
0.4,0.79,6.0,0.42
0.4,0.79,7.0,0.38
0.4,0.79,8.0,0.41
0.4,0.79,9.0,0.44
0.4,0.79,10.0,0.41
0.4,0.79,11.0,0.43
0.4,0.79,12.0,0.35
0.4,0.79,13.0,0.41
0.4,0.79,14.0,0.37
0.4,0.79,15.0,0.37
0.4,0.79,16.0,0.37
0.4,0.79,17.0,0.37
0.4,0.79,18.0,0.37
0.4,0.79,19.0,0.37
0.4,0.79,20.0,0.37
0.4,0.79,21.0,0.37
0.4,0.79,22.0,0.37
0.4,0.79,23.0,0.37
0.4,0.79,24.0,0.37
0.4,0.79,25.0,0.37
0.4,0.79,26.0,0.37
0.4,0.79,27.0,0.37
0.4,0.79,28.0,0.37
0.4,0.79,29.0,0.37
0.4,0.8,2.0,0.39
0.4,0.8,3.0,0.4
0.4,0.8,4.0,0.42
0.4,0.8,5.0,0.42
0.4,0.8,6.0,0.39
0.4,0.8,7.0,0.47
0.4,0.8,8.0,0.39
0.4,0.8,9.0,0.41
0.4,0.8,10.0,0.4
0.4,0.8,11.0,0.41
0.4,0.8,12.0,0.39
0.4,0.8,13.0,0.33
0.4,0.8,14.0,0.38
0.4,0.8,15.0,0.33
0.4,0.8,16.0,0.33
0.4,0.8,17.0,0.33
0.4,0.8,18.0,0.33
0.4,0.8,19.0,0.33
0.4,0.8,20.0,0.33
0.4,0.8,21.0,0.33
0.4,0.8,22.0,0.33
0.4,0.8,23.0,0.33
0.4,0.8,24.0,0.33
0.4,0.8,25.0,0.33
0.4,0.8,26.0,0.33
0.4,0.8,27.0,0.33
0.4,0.8,28.0,0.33
0.4,0.8,29.0,0.33
0.4,0.81,2.0,0.39
0.4,0.81,3.0,0.31
0.4,0.81,4.0,0.42
0.4,0.81,5.0,0.41
0.4,0.81,6.0,0.43
0.4,0.81,7.0,0.4
0.4,0.81,8.0,0.38
0.4,0.81,9.0,0.41
0.4,0.81,10.0,0.41
0.4,0.81,11.0,0.38
0.4,0.81,12.0,0.37
0.4,0.81,13.0,0.4
0.4,0.81,14.0,0.36
0.4,0.81,15.0,0.36
0.4,0.81,16.0,0.36
0.4,0.81,17.0,0.36
0.4,0.81,18.0,0.36
0.4,0.81,19.0,0.36
0.4,0.81,20.0,0.36
0.4,0.81,21.0,0.36
0.4,0.81,22.0,0.36
0.4,0.81,23.0,0.36
0.4,0.81,24.0,0.36
0.4,0.81,25.0,0.36
0.4,0.81,26.0,0.36
0.4,0.81,27.0,0.36
0.4,0.81,28.0,0.36
0.4,0.81,29.0,0.36
0.4,0.82,2.0,0.44
0.4,0.82,3.0,0.41
0.4,0.82,4.0,0.4
0.4,0.82,5.0,0.43
0.4,0.82,6.0,0.35
0.4,0.82,7.0,0.43
0.4,0.82,8.0,0.46
0.4,0.82,9.0,0.44
0.4,0.82,10.0,0.38
0.4,0.82,11.0,0.38
0.4,0.82,12.0,0.42
0.4,0.82,13.0,0.41
0.4,0.82,14.0,0.4
0.4,0.82,15.0,0.4
0.4,0.82,16.0,0.4
0.4,0.82,17.0,0.4
0.4,0.82,18.0,0.4
0.4,0.82,19.0,0.4
0.4,0.82,20.0,0.4
0.4,0.82,21.0,0.4
0.4,0.82,22.0,0.4
0.4,0.82,23.0,0.4
0.4,0.82,24.0,0.4
0.4,0.82,25.0,0.4
0.4,0.82,26.0,0.4
0.4,0.82,27.0,0.4
0.4,0.82,28.0,0.4
0.4,0.82,29.0,0.4
0.4,0.83,2.0,0.37
0.4,0.83,3.0,0.39
0.4,0.83,4.0,0.39
0.4,0.83,5.0,0.39
0.4,0.83,6.0,0.3
0.4,0.83,7.0,0.44
0.4,0.83,8.0,0.37
0.4,0.83,9.0,0.46
0.4,0.83,10.0,0.41
0.4,0.83,11.0,0.36
0.4,0.83,12.0,0.4
0.4,0.83,13.0,0.39
0.4,0.83,14.0,0.36
0.4,0.83,15.0,0.36
0.4,0.83,16.0,0.36
0.4,0.83,17.0,0.36
0.4,0.83,18.0,0.36
0.4,0.83,19.0,0.36
0.4,0.83,20.0,0.36
0.4,0.83,21.0,0.36
0.4,0.83,22.0,0.36
0.4,0.83,23.0,0.36
0.4,0.83,24.0,0.36
0.4,0.83,25.0,0.36
0.4,0.83,26.0,0.36
0.4,0.83,27.0,0.36
0.4,0.83,28.0,0.36
0.4,0.83,29.0,0.36
0.4,0.84,2.0,0.4
0.4,0.84,3.0,0.48
0.4,0.84,4.0,0.42
0.4,0.84,5.0,0.4
0.4,0.84,6.0,0.39
0.4,0.84,7.0,0.41
0.4,0.84,8.0,0.4
0.4,0.84,9.0,0.4
0.4,0.84,10.0,0.43
0.4,0.84,11.0,0.36
0.4,0.84,12.0,0.35
0.4,0.84,13.0,0.38
0.4,0.84,14.0,0.41
0.4,0.84,15.0,0.41
0.4,0.84,16.0,0.41
0.4,0.84,17.0,0.41
0.4,0.84,18.0,0.41
0.4,0.84,19.0,0.41
0.4,0.84,20.0,0.41
0.4,0.84,21.0,0.41
0.4,0.84,22.0,0.41
0.4,0.84,23.0,0.41
0.4,0.84,24.0,0.41
0.4,0.84,25.0,0.41
0.4,0.84,26.0,0.41
0.4,0.84,27.0,0.41
0.4,0.84,28.0,0.41
0.4,0.84,29.0,0.41
0.4,0.85,2.0,0.42
0.4,0.85,3.0,0.39
0.4,0.85,4.0,0.39
0.4,0.85,5.0,0.43
0.4,0.85,6.0,0.34
0.4,0.85,7.0,0.43
0.4,0.85,8.0,0.39
0.4,0.85,9.0,0.37
0.4,0.85,10.0,0.39
0.4,0.85,11.0,0.41
0.4,0.85,12.0,0.37
0.4,0.85,13.0,0.38
0.4,0.85,14.0,0.44
0.4,0.85,15.0,0.44
0.4,0.85,16.0,0.44
0.4,0.85,17.0,0.44
0.4,0.85,18.0,0.44
0.4,0.85,19.0,0.44
0.4,0.85,20.0,0.44
0.4,0.85,21.0,0.44
0.4,0.85,22.0,0.44
0.4,0.85,23.0,0.44
0.4,0.85,24.0,0.44
0.4,0.85,25.0,0.44
0.4,0.85,26.0,0.44
0.4,0.85,27.0,0.44
0.4,0.85,28.0,0.44
0.4,0.85,29.0,0.44
0.4,0.86,2.0,0.43
0.4,0.86,3.0,0.44
0.4,0.86,4.0,0.4
0.4,0.86,5.0,0.43
0.4,0.86,6.0,0.37
0.4,0.86,7.0,0.44
0.4,0.86,8.0,0.42
0.4,0.86,9.0,0.43
0.4,0.86,10.0,0.39
0.4,0.86,11.0,0.45
0.4,0.86,12.0,0.42
0.4,0.86,13.0,0.37
0.4,0.86,14.0,0.39
0.4,0.86,15.0,0.46
0.4,0.86,16.0,0.41
0.4,0.86,17.0,0.41
0.4,0.86,18.0,0.41
0.4,0.86,19.0,0.41
0.4,0.86,20.0,0.41
0.4,0.86,21.0,0.41
0.4,0.86,22.0,0.41
0.4,0.86,23.0,0.41
0.4,0.86,24.0,0.41
0.4,0.86,25.0,0.41
0.4,0.86,26.0,0.41
0.4,0.86,27.0,0.41
0.4,0.86,28.0,0.41
0.4,0.86,29.0,0.41
0.4,0.87,2.0,0.38
0.4,0.87,3.0,0.38
0.4,0.87,4.0,0.42
0.4,0.87,5.0,0.42
0.4,0.87,6.0,0.35
0.4,0.87,7.0,0.41
0.4,0.87,8.0,0.37
0.4,0.87,9.0,0.42
0.4,0.87,10.0,0.46
0.4,0.87,11.0,0.36
0.4,0.87,12.0,0.38
0.4,0.87,13.0,0.37
0.4,0.87,14.0,0.41
0.4,0.87,15.0,0.41
0.4,0.87,16.0,0.41
0.4,0.87,17.0,0.41
0.4,0.87,18.0,0.41
0.4,0.87,19.0,0.41
0.4,0.87,20.0,0.41
0.4,0.87,21.0,0.41
0.4,0.87,22.0,0.41
0.4,0.87,23.0,0.41
0.4,0.87,24.0,0.41
0.4,0.87,25.0,0.41
0.4,0.87,26.0,0.41
0.4,0.87,27.0,0.41
0.4,0.87,28.0,0.41
0.4,0.87,29.0,0.41
0.4,0.88,2.0,0.43
0.4,0.88,3.0,0.4
0.4,0.88,4.0,0.36
0.4,0.88,5.0,0.4
0.4,0.88,6.0,0.43
0.4,0.88,7.0,0.35
0.4,0.88,8.0,0.41
0.4,0.88,9.0,0.43
0.4,0.88,10.0,0.41
0.4,0.88,11.0,0.35
0.4,0.88,12.0,0.35
0.4,0.88,13.0,0.41
0.4,0.88,14.0,0.41
0.4,0.88,15.0,0.41
0.4,0.88,16.0,0.41
0.4,0.88,17.0,0.41
0.4,0.88,18.0,0.41
0.4,0.88,19.0,0.41
0.4,0.88,20.0,0.41
0.4,0.88,21.0,0.41
0.4,0.88,22.0,0.41
0.4,0.88,23.0,0.41
0.4,0.88,24.0,0.41
0.4,0.88,25.0,0.41
0.4,0.88,26.0,0.41
0.4,0.88,27.0,0.41
0.4,0.88,28.0,0.41
0.4,0.88,29.0,0.41
0.4,0.89,2.0,0.4
0.4,0.89,3.0,0.37
0.4,0.89,4.0,0.38
0.4,0.89,5.0,0.4
0.4,0.89,6.0,0.4
0.4,0.89,7.0,0.37
0.4,0.89,8.0,0.52
0.4,0.89,9.0,0.42
0.4,0.89,10.0,0.36
0.4,0.89,11.0,0.38
0.4,0.89,12.0,0.4
0.4,0.89,13.0,0.36
0.4,0.89,14.0,0.3
0.4,0.89,15.0,0.3
0.4,0.89,16.0,0.3
0.4,0.89,17.0,0.3
0.4,0.89,18.0,0.3
0.4,0.89,19.0,0.3
0.4,0.89,20.0,0.3
0.4,0.89,21.0,0.3
0.4,0.89,22.0,0.3
0.4,0.89,23.0,0.3
0.4,0.89,24.0,0.3
0.4,0.89,25.0,0.3
0.4,0.89,26.0,0.3
0.4,0.89,27.0,0.3
0.4,0.89,28.0,0.3
0.4,0.89,29.0,0.3
0.4,0.9,2.0,0.43
0.4,0.9,3.0,0.45
0.4,0.9,4.0,0.41
0.4,0.9,5.0,0.4
0.4,0.9,6.0,0.36
0.4,0.9,7.0,0.38
0.4,0.9,8.0,0.37
0.4,0.9,9.0,0.42
0.4,0.9,10.0,0.33
0.4,0.9,11.0,0.35
0.4,0.9,12.0,0.41
0.4,0.9,13.0,0.37
0.4,0.9,14.0,0.4
0.4,0.9,15.0,0.4
0.4,0.9,16.0,0.4
0.4,0.9,17.0,0.4
0.4,0.9,18.0,0.4
0.4,0.9,19.0,0.4
0.4,0.9,20.0,0.4
0.4,0.9,21.0,0.4
0.4,0.9,22.0,0.4
0.4,0.9,23.0,0.4
0.4,0.9,24.0,0.4
0.4,0.9,25.0,0.4
0.4,0.9,26.0,0.4
0.4,0.9,27.0,0.4
0.4,0.9,28.0,0.4
0.4,0.9,29.0,0.4
0.4,0.91,2.0,0.42
0.4,0.91,3.0,0.43
0.4,0.91,4.0,0.45
0.4,0.91,5.0,0.38
0.4,0.91,6.0,0.36
0.4,0.91,7.0,0.35
0.4,0.91,8.0,0.4
0.4,0.91,9.0,0.42
0.4,0.91,10.0,0.36
0.4,0.91,11.0,0.33
0.4,0.91,12.0,0.3
0.4,0.91,13.0,0.36
0.4,0.91,14.0,0.39
0.4,0.91,15.0,0.39
0.4,0.91,16.0,0.39
0.4,0.91,17.0,0.39
0.4,0.91,18.0,0.39
0.4,0.91,19.0,0.39
0.4,0.91,20.0,0.39
0.4,0.91,21.0,0.39
0.4,0.91,22.0,0.39
0.4,0.91,23.0,0.39
0.4,0.91,24.0,0.39
0.4,0.91,25.0,0.39
0.4,0.91,26.0,0.39
0.4,0.91,27.0,0.39
0.4,0.91,28.0,0.39
0.4,0.91,29.0,0.39
0.4,0.92,2.0,0.42
0.4,0.92,3.0,0.4
0.4,0.92,4.0,0.41
0.4,0.92,5.0,0.35
0.4,0.92,6.0,0.38
0.4,0.92,7.0,0.4
0.4,0.92,8.0,0.39
0.4,0.92,9.0,0.41
0.4,0.92,10.0,0.29
0.4,0.92,11.0,0.31
0.4,0.92,12.0,0.35
0.4,0.92,13.0,0.4
0.4,0.92,14.0,0.34
0.4,0.92,15.0,0.34
0.4,0.92,16.0,0.34
0.4,0.92,17.0,0.34
0.4,0.92,18.0,0.34
0.4,0.92,19.0,0.34
0.4,0.92,20.0,0.34
0.4,0.92,21.0,0.34
0.4,0.92,22.0,0.34
0.4,0.92,23.0,0.34
0.4,0.92,24.0,0.34
0.4,0.92,25.0,0.34
0.4,0.92,26.0,0.34
0.4,0.92,27.0,0.34
0.4,0.92,28.0,0.34
0.4,0.92,29.0,0.34
0.4,0.93,2.0,0.39
0.4,0.93,3.0,0.39
0.4,0.93,4.0,0.4
0.4,0.93,5.0,0.38
0.4,0.93,6.0,0.33
0.4,0.93,7.0,0.34
0.4,0.93,8.0,0.4
0.4,0.93,9.0,0.4
0.4,0.93,10.0,0.38
0.4,0.93,11.0,0.3
0.4,0.93,12.0,0.34
0.4,0.93,13.0,0.38
0.4,0.93,14.0,0.3
0.4,0.93,15.0,0.3
0.4,0.93,16.0,0.3
0.4,0.93,17.0,0.3
0.4,0.93,18.0,0.3
0.4,0.93,19.0,0.3
0.4,0.93,20.0,0.3
0.4,0.93,21.0,0.3
0.4,0.93,22.0,0.3
0.4,0.93,23.0,0.3
0.4,0.93,24.0,0.3
0.4,0.93,25.0,0.3
0.4,0.93,26.0,0.3
0.4,0.93,27.0,0.3
0.4,0.93,28.0,0.3
0.4,0.93,29.0,0.3
0.4,0.94,2.0,0.36
0.4,0.94,3.0,0.41
0.4,0.94,4.0,0.41
0.4,0.94,5.0,0.41
0.4,0.94,6.0,0.38
0.4,0.94,7.0,0.44
0.4,0.94,8.0,0.39
0.4,0.94,9.0,0.45
0.4,0.94,10.0,0.4
0.4,0.94,11.0,0.34
0.4,0.94,12.0,0.37
0.4,0.94,13.0,0.4
0.4,0.94,14.0,0.34
0.4,0.94,15.0,0.34
0.4,0.94,16.0,0.34
0.4,0.94,17.0,0.34
0.4,0.94,18.0,0.34
0.4,0.94,19.0,0.34
0.4,0.94,20.0,0.34
0.4,0.94,21.0,0.34
0.4,0.94,22.0,0.34
0.4,0.94,23.0,0.34
0.4,0.94,24.0,0.34
0.4,0.94,25.0,0.34
0.4,0.94,26.0,0.34
0.4,0.94,27.0,0.34
0.4,0.94,28.0,0.34
0.4,0.94,29.0,0.34
0.4,0.95,2.0,0.39
0.4,0.95,3.0,0.43
0.4,0.95,4.0,0.33
0.4,0.95,5.0,0.43
0.4,0.95,6.0,0.31
0.4,0.95,7.0,0.38
0.4,0.95,8.0,0.42
0.4,0.95,9.0,0.41
0.4,0.95,10.0,0.38
0.4,0.95,11.0,0.41
0.4,0.95,12.0,0.34
0.4,0.95,13.0,0.36
0.4,0.95,14.0,0.35
0.4,0.95,15.0,0.35
0.4,0.95,16.0,0.35
0.4,0.95,17.0,0.35
0.4,0.95,18.0,0.35
0.4,0.95,19.0,0.35
0.4,0.95,20.0,0.35
0.4,0.95,21.0,0.35
0.4,0.95,22.0,0.35
0.4,0.95,23.0,0.35
0.4,0.95,24.0,0.35
0.4,0.95,25.0,0.35
0.4,0.95,26.0,0.35
0.4,0.95,27.0,0.35
0.4,0.95,28.0,0.35
0.4,0.95,29.0,0.35
0.4,0.96,2.0,0.39
0.4,0.96,3.0,0.46
0.4,0.96,4.0,0.39
0.4,0.96,5.0,0.43
0.4,0.96,6.0,0.35
0.4,0.96,7.0,0.42
0.4,0.96,8.0,0.5
0.4,0.96,9.0,0.4
0.4,0.96,10.0,0.33
0.4,0.96,11.0,0.24
0.4,0.96,12.0,0.4
0.4,0.96,13.0,0.33
0.4,0.96,14.0,0.29
0.4,0.96,15.0,0.29
0.4,0.96,16.0,0.29
0.4,0.96,17.0,0.29
0.4,0.96,18.0,0.29
0.4,0.96,19.0,0.29
0.4,0.96,20.0,0.29
0.4,0.96,21.0,0.29
0.4,0.96,22.0,0.29
0.4,0.96,23.0,0.29
0.4,0.96,24.0,0.29
0.4,0.96,25.0,0.29
0.4,0.96,26.0,0.29
0.4,0.96,27.0,0.29
0.4,0.96,28.0,0.29
0.4,0.96,29.0,0.29
0.4,0.97,2.0,0.39
0.4,0.97,3.0,0.44
0.4,0.97,4.0,0.37
0.4,0.97,5.0,0.42
0.4,0.97,6.0,0.31
0.4,0.97,7.0,0.43
0.4,0.97,8.0,0.4
0.4,0.97,9.0,0.44
0.4,0.97,10.0,0.42
0.4,0.97,11.0,0.38
0.4,0.97,12.0,0.35
0.4,0.97,13.0,0.37
0.4,0.97,14.0,0.33
0.4,0.97,15.0,0.33
0.4,0.97,16.0,0.33
0.4,0.97,17.0,0.33
0.4,0.97,18.0,0.33
0.4,0.97,19.0,0.33
0.4,0.97,20.0,0.33
0.4,0.97,21.0,0.33
0.4,0.97,22.0,0.33
0.4,0.97,23.0,0.33
0.4,0.97,24.0,0.33
0.4,0.97,25.0,0.33
0.4,0.97,26.0,0.33
0.4,0.97,27.0,0.33
0.4,0.97,28.0,0.33
0.4,0.97,29.0,0.33
0.4,0.98,2.0,0.38
0.4,0.98,3.0,0.36
0.4,0.98,4.0,0.34
0.4,0.98,5.0,0.34
0.4,0.98,6.0,0.28
0.4,0.98,7.0,0.39
0.4,0.98,8.0,0.38
0.4,0.98,9.0,0.4
0.4,0.98,10.0,0.39
0.4,0.98,11.0,0.34
0.4,0.98,12.0,0.37
0.4,0.98,13.0,0.36
0.4,0.98,14.0,0.34
0.4,0.98,15.0,0.34
0.4,0.98,16.0,0.34
0.4,0.98,17.0,0.34
0.4,0.98,18.0,0.34
0.4,0.98,19.0,0.34
0.4,0.98,20.0,0.34
0.4,0.98,21.0,0.34
0.4,0.98,22.0,0.34
0.4,0.98,23.0,0.34
0.4,0.98,24.0,0.34
0.4,0.98,25.0,0.34
0.4,0.98,26.0,0.34
0.4,0.98,27.0,0.34
0.4,0.98,28.0,0.34
